,0,1
3435,contribute,98
3436,grenades,98
3437,cell,98
3438,rushdie,98
3439,extensive,98
3440,dreams,98
3441,impressed,98
3442,abortions,98
3443,crew,98
3444,radius,98
3445,si,98
3446,converter,98
3447,module,98
3448,scanner,98
3449,password,98
3450,5.00,98
3451,veal,98
3452,egypt,97
3453,jumper,97
3454,courts,97
3455,acting,97
3456,sincerely,97
3457,widespread,97
3458,balance,97
3459,licensed,97
3460,increasing,97
3461,cuts,97
3462,grey,97
3463,custom,97
3464,617,97
3465,commitment,97
3466,permit,97
3467,99,97
3468,stat,97
3469,hints,97
3470,farm,97
3471,probability,97
3472,customers,97
3473,ms-windows,97
3474,wounded,96
3475,insist,96
3476,iraq,96
3477,publication,96
3478,azerbaijanis,96
3479,syria,96
3480,hang,96
3481,protecting,96
3482,sc,96
3483,literally,96
3484,tactics,96
3485,responded,96
3486,gregory,96
3487,fish,96
3488,britain,96
3489,bed,96
3490,constantly,96
3491,neil,96
3492,describing,96
3493,adults,96
3494,incredible,96
3495,mo,96
3496,alberta,96
3497,instrument,96
3498,installing,96
3499,waterloo,96
3500,instruction,96
3501,ghost,96
3502,15.00,96
3503,selanne,96
3504,therapy,96
3505,targets,95
3506,loved,95
3507,intellectual,95
3508,brings,95
3509,africa,95
3510,figured,95
3511,scope,95
3512,blocks,95
3513,indians,95
3514,spectrum,95
3515,emphasis,95
3516,mix,95
3517,sensitive,95
3518,cables,95
3519,annoying,95
3520,sheet,95
3521,inches,95
3522,penn,95
3523,taylor,95
3524,je,95
3525,conner,95
3526,rm,95
3527,circuits,95
3528,relativism,95
3529,hicnet,95
3530,repeatedly,94
3531,minimal,94
3532,knock,94
3533,charlie,94
3534,centuries,94
3535,sensitivity,94
3536,approaches,94
3537,criteria,94
3538,homes,94
3539,adl,94
3540,posters,94
3541,outlets,94
3542,lawyer,94
3543,substantial,94
3544,molecular,94
3545,confusing,94
3546,blessed,94
3547,cited,94
3548,magazines,94
3549,rent,94
3550,ultimate,94
3551,recommendations,94
3552,intergraph,94
3553,acceptance,94
3554,domestic,94
3555,bc,94
3556,dakota,94
3557,catalog,94
3558,cincinnati,94
3559,tap,94
3560,gt,94
3561,sho,94
3562,286,94
3563,racism,93
3564,engaged,93
3565,ben,93
3566,soft,93
3567,adult,93
3568,growing,93
3569,tiny,93
3570,bias,93
3571,maintenance,93
3572,cloud,93
3573,dialog,93
3574,void,93
3575,sharp,93
3576,brakes,93
3577,demonstrated,93
3578,hr,93
3579,reds,93
3580,vice,93
3581,mileage,93
3582,polytechnic,93
3583,mph,93
3584,ag,93
3585,4.0,93
3586,bucks,93
3587,modify,93
3588,morgan,93
3589,linear,93
3590,graphic,93
3591,theology,93
3592,dee,93
3593,dc-x,93
3594,slave,92
3595,significance,92
3596,hair,92
3597,mess,92
3598,violations,92
3599,steel,92
3600,bullshit,92
3601,uniform,92
3602,liar,92
3603,interference,92
3604,bull,92
3605,largest,92
3606,officially,92
3607,plot,92
3608,orientation,92
3609,harmful,92
3610,promote,92
3611,x-xxdate,92
3612,processes,92
3613,indication,92
3614,harvey,92
3615,spec,92
3616,timer,92
3617,angle,92
3618,disclaimers,92
3619,jpl,92
3620,fischer,92
3621,yankees,92
3622,lindros,92
3623,gld@cunixb.cc.columbia.edu,92
3624,news@athena.mit.edu,92
3625,youth,91
3626,refers,91
3627,switching,91
3628,wing,91
3629,helping,91
3630,babies,91
3631,joint,91
3632,moves,91
3633,wow,91
3634,conspiracy,91
3635,coast,91
3636,prevented,91
3637,examine,91
3638,fort,91
3639,idiot,91
3640,310,91
3641,pirates,91
3642,slowly,91
3643,ignoring,91
3644,stones,91
3645,inch,91
3646,consulting,91
3647,phenomena,91
3648,array,91
3649,thermal,91
3650,startup,91
3651,logo,91
3652,delaware,91
3653,clone,91
3654,24bit,91
3655,maynard@ramsey.cs.laurentian.ca,91
3656,00,91
3657,mere,90
3658,garbage,90
3659,dbd@urartu.sdpa.org,90
3660,peaceful,90
3661,risks,90
3662,nearby,90
3663,winter,90
3664,scene,90
3665,personnel,90
3666,roll,90
3667,nyx,90
3668,encourage,90
3669,badly,90
3670,masses,90
3671,dirty,90
3672,violated,90
3673,representative,90
3674,walls,90
3675,shadow,90
3676,senator,90
3677,italy,90
3678,aka,90
3679,intellect,90
3680,clinic,90
3681,digest,90
3682,kinda,90
3683,mystery,90
3684,consists,90
3685,smooth,90
3686,dumb,90
3687,ham,90
3688,icon,90
3689,hendricks,90
3690,oilers,90
3691,gilmour,90
3692,phigs,90
3693,ownership,89
3694,comfortable,89
3695,anger,89
3696,warm,89
3697,moscow,89
3698,virgin,89
3699,attempted,89
3700,searching,89
3701,comparing,89
3702,addressed,89
3703,flash,89
3704,ba,89
3705,remarks,89
3706,dir,89
3707,biological,89
3708,mad,89
3709,singer,89
3710,emotional,89
3711,bursts,89
3712,physician,89
3713,wheels,89
3714,neat,89
3715,cc,89
3716,cooling,89
3717,lciii,89
3718,megs,89
3719,raster,89
3720,roberts,89
3721,glenn,89
3722,readme,89
3723,theists,89
3724,plaintext,89
3725,1qvfik$6rf@usenet.ins.cwru.edu,89
3726,stating,88
3727,jordan,88
3728,ruled,88
3729,struggle,88
3730,moslem,88
3731,contradiction,88
3732,graduate,88
3733,escaped,88
3734,maintained,88
3735,refugees,88
3736,fires,88
3737,catholics,88
3738,arthur,88
3739,injured,88
3740,returns,88
3741,mile,88
3742,candidate,88
3743,criticism,88
3744,interview,88
3745,documented,88
3746,arithmetic,88
3747,researchers,88
3748,exhaust,88
3749,walked,88
3750,angry,88
3751,usenet@mnemosyne.cs.du.edu,88
3752,imo,88
3753,isbn,88
3754,telecom,88
3755,curve,88
3756,enhanced,88
3757,kansas,88
3758,fox,88
3759,socket,88
3760,atmospheric,88
3761,pcs,88
3762,inet,88
3763,kmr4@po.cwru.edu,88
3764,prediction,88
3765,standings,88
3766,fancy,87
3767,moses,87
3768,zionism,87
3769,september,87
3770,glass,87
3771,iron,87
3772,hung,87
3773,pushing,87
3774,clinton's,87
3775,remind,87
3776,universities,87
3777,conducted,87
3778,remark,87
3779,horse,87
3780,tight,87
3781,telecommunications,87
3782,frames,87
3783,interrupt,87
3784,gcc,87
3785,devil,87
3786,pad,87
3787,rotation,87
3788,cure,87
3789,v.32bis,87
3790,ralph,87
3791,pds,87
3792,compiler,87
3793,nl,87
3794,wishes,86
3795,trained,86
3796,shouting,86
3797,tragedy,86
3798,capture,86
3799,grab,86
3800,outcome,86
3801,blank,86
3802,judaism,86
3803,inherent,86
3804,surrounding,86
3805,exposure,86
3806,designs,86
3807,covers,86
3808,drinking,86
3809,screwed,86
3810,exit,86
3811,funded,86
3812,magnetic,86
3813,rockets,86
3814,speculation,86
3815,year's,86
3816,liberties,86
3817,impressive,86
3818,steering,86
3819,russ,86
3820,alpha,86
3821,rgb,86
3822,josephus,86
3823,interpretations,86
3824,s2,86
3825,surveillance,86
3826,nichols,86
3827,clemens,86
3828,campbell,86
3829,hartford,86
3830,jfif,86
3831,uh,85
3832,sight,85
3833,desk,85
3834,blown,85
3835,dirt,85
3836,gift,85
3837,involving,85
3838,contrast,85
3839,steal,85
3840,difficulty,85
3841,celebrate,85
3842,consumer,85
3843,verify,85
3844,cutting,85
3845,dedicated,85
3846,commandments,85
3847,marked,85
3848,cleaning,85
3849,pounds,85
3850,mounted,85
3851,hospitals,85
3852,750,85
3853,patent,85
3854,cop,85
3855,valve,85
3856,nh,85
3857,twins,85
3858,apple's,85
3859,static,85
3860,eczcaw@mips.nott.ac.uk,85
3861,prophecy,85
3862,delete,85
3863,cryptographic,85
3864,stops,84
3865,saint,84
3866,enemies,84
3867,defending,84
3868,atlantic,84
3869,grass,84
3870,teacher,84
3871,"100,000",84
3872,drove,84
3873,demonstrate,84
3874,mankind,84
3875,desired,84
3876,1977,84
3877,persecution,84
3878,employees,84
3879,worthy,84
3880,exposed,84
3881,checks,84
3882,cage,84
3883,expo,84
3884,hz,84
3885,producing,84
3886,shameful,84
3887,assumes,84
3888,expand,84
3889,flaming,84
3890,differential,84
3891,motorcycles,84
3892,dynamic,84
3893,preferably,84
3894,tempest,84
3895,mapping,84
3896,scsi-1,84
3897,pitt,84
3898,gopher,84
3899,government's,83
3900,charter,83
3901,entering,83
3902,jake@bony1.bony.com,83
3903,livni,83
3904,navy,83
3905,residents,83
3906,likes,83
3907,interior,83
3908,invented,83
3909,germans,83
3910,cruel,83
3911,cape,83
3912,confirmed,83
3913,rough,83
3914,350,83
3915,saving,83
3916,joel,83
3917,serving,83
3918,accidents,83
3919,obey,83
3920,fame,83
3921,teeth,83
3922,feedback,83
3923,enable,83
3924,sacrifice,83
3925,qur'an,83
3926,kennedy,83
3927,manufacturing,83
3928,telnet,83
3929,novell,83
3930,greenbelt,83
3931,cdrom,83
3932,overhead,83
3933,paul's,83
3934,champs,83
3935,moore,83
3936,senators,83
3937,binaries,83
3938,"sci.crypt,alt.security,comp.org.eff.talk,comp.security.misc,comp.org.acm,comp.org.ieee",83
3939,kratz,83
3940,sigh,82
3941,achieved,82
3942,emergency,82
3943,fate,82
3944,intervention,82
3945,pointers,82
3946,ears,82
3947,scholars,82
3948,origins,82
3949,netherlands,82
3950,label,82
3951,assumptions,82
3952,relating,82
3953,script,82
3954,bringing,82
3955,guilt,82
3956,passenger,82
3957,125,82
3958,density,82
3959,followups,82
3960,allocation,82
3961,initially,82
3962,experiments,82
3963,arena,82
3964,gotta,82
3965,darren,82
3966,geometry,82
3967,1/4,82
3968,believers,82
3969,pink,82
3970,c650,82
3971,5.25,82
3972,keith@cco.caltech.edu,82
3973,motto,82
3974,beauchaine,82
3975,viewers,82
3976,liver,82
3977,beyer,81
3978,apologize,81
3979,condemn,81
3980,saudi,81
3981,award,81
3982,nasty,81
3983,ward,81
3984,1915,81
3985,102,81
3986,phenomenon,81
3987,necessity,81
3988,stations,81
3989,requirement,81
3990,shostack,81
3991,recorded,81
3992,hint,81
3993,torture,81
3994,economics,81
3995,loud,81
3996,personality,81
3997,1984,81
3998,reduction,81
3999,sword,81
4000,news@magnus.acs.ohio-state.edu,81
4001,cliff,81
4002,muscle,81
4003,picking,81
4004,monthly,81
4005,concentrate,81
4006,boeing,81
4007,suspension,81
4008,yamaha,81
4009,10.00,81
4010,nuts,81
4011,ir,81
4012,frequencies,81
4013,gerry,81
4014,baud,81
4015,bobbe@vice.ico.tek.com,81
4016,fuhr,81
4017,egreen@east.sun.com,81
4018,struck,80
4019,thee,80
4020,murphy,80
4021,psychological,80
4022,decades,80
4023,dimensions,80
4024,landing,80
4025,stretch,80
4026,deliberately,80
4027,founded,80
4028,spelling,80
4029,watts,80
4030,tone,80
4031,heavily,80
4032,formation,80
4033,bulletin,80
4034,jail,80
4035,dependent,80
4036,cherry,80
4037,trash,80
4038,fraud,80
4039,usenet@murdoch.acc.virginia.edu,80
4040,crystal,80
4041,handled,80
4042,eliminate,80
4043,customer,80
4044,esp,80
4045,sutherland,80
4046,rings,80
4047,apologies,80
4048,config.sys,80
4049,dogma,80
4050,kendig,80
4051,skepticism,80
4052,trinity,80
4053,scorer,80
4054,kinsey,80
4055,regarded,79
4056,gathered,79
4057,massacres,79
4058,knocked,79
4059,collect,79
4060,channels,79
4061,racial,79
4062,attributed,79
4063,financial,79
4064,lift,79
4065,hat,79
4066,slight,79
4067,freedoms,79
4068,architecture,79
4069,addressing,79
4070,judged,79
4071,belt,79
4072,1978,79
4073,simultaneously,79
4074,associates,79
4075,render,79
4076,long-term,79
4077,melbourne,79
4078,humor,79
4079,undefined,79
4080,trace,79
4081,128,79
4082,jury,79
4083,worthless,79
4084,gardner,79
4085,ads,79
4086,chen,79
4087,width,79
4088,wax,79
4089,alaska,79
4090,trigger,79
4091,rf,79
4092,champions,79
4093,docs,79
4094,floppies,79
4095,cdc,79
4096,peoples,78
4097,1967,78
4098,philosophical,78
4099,mob,78
4100,forgotten,78
4101,belongs,78
4102,jimmy,78
4103,sooner,78
4104,arromdee,78
4105,newspapers,78
4106,allies,78
4107,absence,78
4108,invited,78
4109,condemned,78
4110,courses,78
4111,involvement,78
4112,import,78
4113,movies,78
4114,murders,78
4115,gays,78
4116,sudden,78
4117,approval,78
4118,nicely,78
4119,broad,78
4120,satisfied,78
4121,banned,78
4122,sacred,78
4123,prophets,78
4124,nope,78
4125,04,78
4126,96,78
4127,worthwhile,78
4128,john's,78
4129,9000,78
4130,outlet,78
4131,02,78
4132,reset,78
4133,archie,78
4134,engineers,78
4135,football,78
4136,slots,78
4137,hayes,78
4138,statistical,78
4139,judas,78
4140,canucks,78
4141,denning,78
4142,pa146008@utkvm1.utk.edu,78
4143,prb@access.digex.com,78
4144,lds,78
4145,siggraph,78
4146,regime,77
4147,grade,77
4148,europeans,77
4149,quoting,77
4150,mountains,77
4151,district,77
4152,guidelines,77
4153,sealed,77
4154,quarter,77
4155,threatened,77
4156,speaks,77
4157,completed,77
4158,admitted,77
4159,accused,77
4160,adds,77
4161,physically,77
4162,lunch,77
4163,symbol,77
4164,900,77
4165,news+@pitt.edu,77
4166,integrated,77
4167,skills,77
4168,proceedings,77
4169,missouri,77
4170,parking,77
4171,rubber,77
4172,apollo,77
4173,handy,77
4174,garage,77
4175,205,77
4176,v8,77
4177,beam,77
4178,rating,77
4179,fl,77
4180,genetic,77
4181,investors,77
4182,bps,77
4183,evelyn,77
4184,alink,77
4185,ksand,77
4186,thy,77
4187,oakland,77
4188,gant,77
4189,pov,77
4190,nutrition,77
4191,replied,76
4192,stayed,76
4193,strikes,76
4194,bosnians,76
4195,reactions,76
4196,contacts,76
4197,ncr,76
4198,establishment,76
4199,convincing,76
4200,implied,76
4201,his/her,76
4202,fathers,76
4203,shame,76
4204,storm,76
4205,ear,76
4206,lawyers,76
4207,solely,76
4208,mistaken,76
4209,streets,76
4210,lincoln,76
4211,wake,76
4212,alex,76
4213,elizabeth,76
4214,adequate,76
4215,duke,76
4216,revised,76
4217,extensions,76
4218,observatory,76
4219,news@gallant.apple.com,76
4220,vax,76
4221,tammy,76
4222,conception,76
4223,stadium,76
4224,rbi,76
4225,nyr,76
4226,andi,75
4227,yugoslavia,75
4228,74,75
4229,lands,75
4230,miracle,75
4231,presentation,75
4232,pulling,75
4233,writers,75
4234,opposing,75
4235,surprising,75
4236,hanging,75
4237,reporting,75
4238,pioneer,75
4239,princeton,75
4240,contributions,75
4241,silent,75
4242,legs,75
4243,infants,75
4244,nov,75
4245,recognition,75
4246,prevention,75
4247,audience,75
4248,requiring,75
4249,springs,75
4250,tucson,75
4251,releases,75
4252,abstract,75
4253,methodology,75
4254,rep,75
4255,chastity,75
4256,overtime,75
4257,retail,75
4258,harris,75
4259,measured,75
4260,servicing,75
4261,functionality,75
4262,vendor,75
4263,apostles,75
4264,nixon,75
4265,innings,75
4266,alomar,75
4267,gretzky,75
4268,jagr,75
4269,regulation,75
4270,vat,75
4271,contrib,75
4272,pixmap,75
4273,rayshade,75
4274,galileo,75
4275,wwii,74
4276,cpr@igc.apc.org,74
4277,contradictory,74
4278,cast,74
4279,ha,74
4280,preserve,74
4281,racist,74
4282,preventing,74
4283,mcgill,74
4284,bm,74
4285,consistently,74
4286,cleansing,74
4287,afternoon,74
4288,fallen,74
4289,voted,74
4290,paris,74
4291,secondary,74
4292,institutions,74
4293,bell-northern,74
4294,1994,74
4295,camp,74
4296,ages,74
4297,commentary,74
4298,da,74
4299,participants,74
4300,1500,74
4301,revolver,74
4302,concealed,74
4303,separately,74
4304,theoretical,74
4305,laughter,74
4306,connections,74
4307,x-mailer,74
4308,johns,74
4309,101,74
4310,directories,74
4311,jeffrey,74
4312,reliability,74
4313,runner,74
4314,accidental,74
4315,halifax,74
4316,payload,74
4317,managers,74
4318,maple,74
4319,solntze.wpd.sgi.com,74
4320,halat@pooh.bears,74
4321,sabin,74
4322,petri,74
4323,hackers,74
4324,heterosexual,74
4325,mvp,74
4326,robin,74
4327,weaver,74
4328,kaldis,74
4329,atrocities,73
4330,arromdee@jyusenkyou.cs.jhu.edu,73
4331,considerably,73
4332,seperate,73
4333,teaches,73
4334,counter,73
4335,maintaining,73
4336,yale,73
4337,profit,73
4338,sue,73
4339,falling,73
4340,row,73
4341,ne,73
4342,occasionally,73
4343,handed,73
4344,cameras,73
4345,honestly,73
4346,victory,73
4347,delay,73
4348,275,73
4349,argued,73
4350,republicans,73
4351,participating,73
4352,olchowy,73
4353,poster's,73
4354,advantages,73
4355,senses,73
4356,medium,73
4357,micro,73
4358,neck,73
4359,creates,73
4360,d.c,73
4361,wondered,73
4362,canadians,73
4363,1024x768,73
4364,cartridge,73
4365,marshall,73
4366,filename,73
4367,finals,73
4368,weiss,73
4369,gifs,73
4370,lyme,73
4371,disaster,72
4372,lesson,72
4373,crisis,72
4374,ultimately,72
4375,studied,72
4376,inspired,72
4377,drew,72
4378,flag,72
4379,convenient,72
4380,defines,72
4381,reserved,72
4382,madison,72
4383,fresh,72
4384,sum,72
4385,shaw,72
4386,arts,72
4387,smoking,72
4388,typing,72
4389,acquired,72
4390,news@news.iastate.edu,72
4391,suggesting,72
4392,stores,72
4393,sponsored,72
4394,discover,72
4395,limiting,72
4396,jurisdiction,72
4397,110,72
4398,kilometers,72
4399,hela.ins.cwru.edu,72
4400,explaining,72
4401,gerard,72
4402,vi,72
4403,den,72
4404,grateful,72
4405,1200,72
4406,98,72
4407,switched,72
4408,pst,72
4409,markus,72
4410,convertible,72
4411,adjust,72
4412,slide,72
4413,idaho,72
4414,upgraded,72
4415,cmos,72
4416,watson,72
4417,filters,72
4418,hunter,72
4419,512,72
4420,carries,72
4421,800x600,72
4422,inputs,72
4423,icons,72
4424,christ's,72
4425,steveh@thor.isc-br.com,72
4426,habs,72
4427,stimulus,72
4428,n3jxp,72
4429,xpert@expo.lcs.mit.edu,72
4430,imake,72
4431,polygons,72
4432,baalke,72
4433,mcconkie,72
4434,bothered,71
4435,estimated,71
4436,iranian,71
4437,kick,71
4438,possession,71
4439,elias,71
4440,homeland,71
4441,sister,71
4442,republican,71
4443,camps,71
4444,7th,71
4445,der,71
4446,prayers,71
4447,grew,71
4448,commission,71
4449,restrict,71
4450,islands,71
4451,rumors,71
4452,exclusive,71
4453,seizures,71
4454,offices,71
4455,outer,71
4456,tolerance,71
4457,authorized,71
4458,insane,71
4459,realistic,71
4460,judging,71
4461,deserves,71
4462,discharge,71
4463,physicians,71
4464,230,71
4465,frequent,71
4466,advocate,71
4467,fidonet,71
4468,bnr,71
4469,blew,71
4470,professionals,71
4471,transmitted,71
4472,tyre,71
4473,lance,71
4474,structures,71
4475,kim,71
4476,ft,71
4477,galaxy,71
4478,gb,71
4479,atari,71
4480,fastest,71
4481,aerospace,71
4482,download,71
4483,compress,71
4484,swiss,71
4485,pregnancy,71
4486,providence,71
4487,2.50,71
4488,myrto,71
4489,orbiter,71
4490,pluto,71
4491,s.d.p.a,70
4492,wounds,70
4493,column,70
4494,counted,70
4495,incidents,70
4496,usenet@news.columbia.edu,70
4497,shoulder,70
4498,expense,70
4499,defence,70
4500,iraqi,70
4501,cap,70
4502,covering,70
4503,train,70
4504,conviction,70
4505,oriented,70
4506,politicians,70
4507,waited,70
4508,blacks,70
4509,refresh,70
4510,solved,70
4511,promises,70
4512,flesh,70
4513,0000,70
4514,unreasonable,70
4515,weekly,70
4516,failing,70
4517,bds,70
4518,kernel,70
4519,publications,70
4520,felix,70
4521,offering,70
4522,deficit,70
4523,sharing,70
4524,tennessee,70
4525,exciting,70
4526,4000,70
4527,programmers,70
4528,2400,70
4529,offset,70
4530,powerpc,70
4531,tcp/ip,70
4532,hatching,70
4533,odwyer@sse.ie,70
4534,hens,70
4535,conlon,70
4536,earth's,70
4537,1-0,70
4538,inning,70
4539,wc,70
4540,potvin,70
4541,gainey,70
4542,pat@rwing.uucp,70
4543,geb@cadre.dsl.pitt.edu,70
4544,no-knock,70
4545,baalke@kelvin.jpl.nasa.gov,70
4546,hostile,69
4547,president's,69
4548,fascist,69
4549,samples,69
4550,tclock@orion.oac.uci.edu,69
4551,1975,69
4552,accomplished,69
4553,encouraged,69
4554,complaining,69
4555,answering,69
4556,1981,69
4557,tasks,69
4558,yellow,69
4559,chair,69
4560,bands,69
4561,prof,69
4562,accomplish,69
4563,intercourse,69
4564,locations,69
4565,louisiana,69
4566,golchowy@alchemy.chem.utoronto.ca,69
4567,1964,69
4568,circular,69
4569,conscience,69
4570,les,69
4571,fuck,69
4572,stevens,69
4573,r4,69
4574,torque,69
4575,cylinder,69
4576,layout,69
4577,az,69
4578,pressing,69
4579,donald,69
4580,pointer,69
4581,high-speed,69
4582,fm,69
4583,compatibility,69
4584,iici,69
4585,towers,69
4586,modules,69
4587,doctrines,69
4588,absolutes,69
4589,evaluation,69
4590,speedstar,69
4591,generator,69
4592,dyer,69
4593,leo,68
4594,imagination,68
4595,fled,68
4596,characteristics,68
4597,existance,68
4598,propose,68
4599,entity,68
4600,crying,68
4601,subsequent,68
4602,publish,68
4603,concluded,68
4604,loves,68
4605,inevitable,68
4606,clothes,68
4607,publishing,68
4608,secrets,68
4609,dodge,68
4610,walter,68
4611,kentucky,68
4612,considerable,68
4613,christmas,68
4614,fashion,68
4615,nicholas,68
4616,declare,68
4617,opportunities,68
4618,bearing,68
4619,dynamics,68
4620,inferior,68
4621,slip,68
4622,mainstream,68
4623,factory,68
4624,blowing,68
4625,souls,68
4626,maine,68
4627,turner,68
4628,exclusively,68
4629,automobile,68
4630,someone's,68
4631,taurus,68
4632,creative,68
4633,rod,68
4634,interviews,68
4635,sensor,68
4636,vacuum,68
4637,ott,68
4638,edwards,68
4639,delta,68
4640,specification,68
4641,cassette,68
4642,locks,68
4643,generic,68
4644,curtis,68
4645,redesign,68
4646,moderator,68
4647,healy,68
4648,713,68
4649,kingston,68
4650,313,68
4651,screens,68
4652,pitched,68
4653,pd,68
4654,proprietary,68
4655,0.5,68
4656,slavery,68
4657,bacteria,68
4658,dodgers,68
4659,tigers,68
4660,neal,68
4661,gnu,68
4662,terminals,68
4663,krillean,68
4664,circles,67
4665,reaching,67
4666,anatolia,67
4667,ill,67
4668,maps,67
4669,captured,67
4670,scenario,67
4671,stomach,67
4672,negotiations,67
4673,pilot,67
4674,blast,67
4675,decade,67
4676,electricity,67
4677,paradise,67
4678,peak,67
4679,remained,67
4680,dual,67
4681,lowest,67
4682,brookline,67
4683,oppose,67
4684,identification,67
4685,meetings,67
4686,descriptions,67
4687,aimed,67
4688,laughed,67
4689,brains,67
4690,supplies,67
4691,confirm,67
4692,demands,67
4693,buck,67
4694,seals,67
4695,doc,67
4696,tourist,67
4697,monitoring,67
4698,dates,67
4699,nissan,67
4700,leg,67
4701,mighty,67
4702,handles,67
4703,recording,67
4704,boomer,67
4705,pissed,67
4706,liability,67
4707,shotgun,67
4708,bars,67
4709,behanna,67
4710,buttons,67
4711,automotive,67
4712,leather,67
4713,mc,67
4714,discount,67
4715,mitre,67
4716,16-bit,67
4717,seagate,67
4718,nntp@acsu.buffalo.edu,67
4719,clarke,67
4720,stephenson,67
4721,boggs,67
4722,norris,67
4723,wales,67
4724,wm,67
4725,"talk.religion.misc,talk.politics.misc,sci.skeptic",67
4726,turk,66
4727,narrow,66
4728,beaten,66
4729,communist,66
4730,ships,66
4731,clarify,66
4732,bb,66
4733,priests,66
4734,chairman,66
4735,paranoia,66
4736,sole,66
4737,african,66
4738,en,66
4739,commerce,66
4740,180,66
4741,settle,66
4742,welfare,66
4743,enforce,66
4744,tartars,66
4745,hunting,66
4746,hearts,66
4747,olson,66
4748,175,66
4749,radical,66
4750,igor,66
4751,fingers,66
4752,rally,66
4753,viewpoint,66
4754,intention,66
4755,demonstration,66
4756,rifles,66
4757,formal,66
4758,employment,66
4759,lean,66
4760,supplied,66
4761,technically,66
4762,objection,66
4763,myth,66
4764,ermeni,66
4765,predicted,66
4766,locked,66
4767,poll,66
4768,traditions,66
4769,distinguish,66
4770,chromium,66
4771,correlation,66
4772,walks,66
4773,trend,66
4774,springfield,66
4775,confidence,66
4776,warrants,66
4777,sphere,66
4778,fatal,66
4779,shifting,66
4780,mirrors,66
4781,cylinders,66
4782,cray,66
4783,skill,66
4784,aluminum,66
4785,velocity,66
4786,inexpensive,66
4787,ext,66
4788,fairbanks,66
4789,metzger,66
4790,loading,66
4791,processors,66
4792,coding,66
4793,kelly,66
4794,toshiba,66
4795,vector,66
4796,trusted,66
4797,bone,66
4798,1.50,66
4799,0.0,66
4800,simtel20,66
4801,breaker,66
4802,moncton,66
4803,decrypt,66
4804,quack,66
4805,oname,66
4806,stein,65
4807,resolve,65
4808,destroying,65
4809,ugly,65
4810,oct,65
4811,divided,65
4812,repost,65
4813,removal,65
4814,findings,65
4815,wash,65
4816,corrupt,65
4817,1979,65
4818,payment,65
4819,boring,65
4820,trucks,65
4821,desert,65
4822,hallam@dscomsa.desy.de,65
4823,sons,65
4824,deir,65
4825,fed,65
4826,punished,65
4827,contracts,65
4828,cia,65
4829,waldrop,65
4830,compete,65
4831,meat,65
4832,reagan,65
4833,austria,65
4834,motivated,65
4835,boots,65
4836,interpreted,65
4837,swing,65
4838,stopping,65
4839,philip,65
4840,execute,65
4841,america's,65
4842,giant,65
4843,ai,65
4844,transmit,65
4845,manitoba,65
4846,alarm,65
4847,tracking,65
4848,a/c,65
4849,v4,65
4850,archive-name,65
4851,corn,65
4852,tt,65
4853,keller,65
4854,sinners,65
4855,saints,65
4856,altitude,65
4857,phoenix,65
4858,cds,65
4859,ic,65
4860,limbaugh,65
4861,sequences,65
4862,sherri,65
4863,bloom,65
4864,sinus,65
4865,sorenson,65
4866,grounding,65
4867,countersteering,65
4868,olwm,65
4869,svr4,65
4870,"talk.politics.guns,soc.culture.usa,alt.rush-limbaugh",65
4871,nsmca@aurora.alaska.edu,65
4872,1972,64
4873,trivial,64
4874,spoken,64
4875,edited,64
4876,butt,64
4877,beats,64
4878,knife,64
4879,declared,64
4880,serbian,64
4881,males,64
4882,choosing,64
4883,periods,64
4884,selective,64
4885,gross,64
4886,1970,64
4887,equipped,64
4888,carrier,64
4889,damaged,64
4890,investigate,64
4891,cst,64
4892,survived,64
4893,secrecy,64
4894,karina,64
4895,fortunately,64
4896,avoided,64
4897,shortly,64
4898,resolutions,64
4899,sink,64
4900,garden,64
4901,integration,64
4902,upgrading,64
4903,ruling,64
4904,world's,64
4905,morally,64
4906,accelerated,64
4907,feasible,64
4908,patterns,64
4909,mat,64
4910,barrel,64
4911,kk,64
4912,atlas,64
4913,judgment,64
4914,lifetime,64
4915,rated,64
4916,hart,64
4917,ch,64
4918,sf,64
4919,drops,64
4920,shelf,64
4921,masks,64
4922,beaverton,64
4923,brunswick,64
4924,news@usenet.ucs.indiana.edu,64
4925,encounter,64
4926,flexible,64
4927,sunnyvale,64
4928,developers,64
4929,rescorla,64
4930,7.50,64
4931,rookie,64
4932,simulation,64
4933,msdos,64
4934,ulf,64
4935,adirondack,64
4936,broward,64
4937,sabretooth,64
4938,commander,63
4939,explains,63
4940,triangle,63
4941,citizenship,63
4942,costly,63
4943,p.m,63
4944,calm,63
4945,self-defense,63
4946,landed,63
4947,women's,63
4948,permits,63
4949,deity,63
4950,fees,63
4951,founding,63
4952,computation,63
4953,97,63
4954,ethics,63
4955,forwarded,63
4956,amusing,63
4957,riders,63
4958,stance,63
4959,judges,63
4960,essence,63
4961,expecting,63
4962,meter,63
4963,plausible,63
4964,usenet@demon.co.uk,63
4965,eve,63
4966,marks,63
4967,sync,63
4968,joy,63
4969,subscription,63
4970,boss,63
4971,160,63
4972,contradict,63
4973,bogus,63
4974,bills,63
4975,pays,63
4976,capitals,63
4977,ericsson,63
4978,misc,63
4979,query,63
4980,restricted,63
4981,freshman,63
4982,ph,63
4983,huntsville,63
4984,fixes,63
4985,dsp,63
4986,dot,63
4987,floating,63
